2024-11-04_23-24-32,COMP,2024-11-04_19-04-53:shell.cpp.log;2024-11-04_23-24-32:student.cpp.log
2024-11-04_23-24-44,800%,2024-11-04_19-04-53:shell.cpp.log;2024-11-04_23-24-44:student.cpp.log
2024-11-04_23-25-14,800%,2024-11-04_19-04-53:shell.cpp.log;2024-11-04_23-25-14:student.cpp.log
2024-11-04_23-26-01,COMP,2024-11-04_19-04-53:shell.cpp.log;2024-11-04_23-26-01:student.cpp.log
2024-11-04_23-26-13,800%,2024-11-04_19-04-53:shell.cpp.log;2024-11-04_23-26-13:student.cpp.log
2024-11-04_23-29-59,800%,2024-11-04_19-04-53:shell.cpp.log;2024-11-04_23-29-59:student.cpp.log
2024-11-04_23-32-56,800%,2024-11-04_19-04-53:shell.cpp.log;2024-11-04_23-32-56:student.cpp.log
2024-11-04_23-34-22,800%,2024-11-04_19-04-53:shell.cpp.log;2024-11-04_23-34-22:student.cpp.log
2024-11-05_00-01-37,100%,2024-11-04_19-04-53:shell.cpp.log;2024-11-05_00-01-37:student.cpp.log
2024-11-05_00-02-37,100%,2024-11-04_19-04-53:shell.cpp.log;2024-11-05_00-02-37:student.cpp.log
2024-11-05_00-04-39,100%,2024-11-04_19-04-53:shell.cpp.log;2024-11-05_00-04-39:student.cpp.log
2024-11-11_15-57-57,COMP,2024-11-11_15-57-57:shell.cpp.log;2024-11-11_15-57-57:student.cpp.log
2024-11-13_18-47-26,100%,shell.cpp:2024-11-13_18-47-26;student.cpp:2024-11-13_18-47-26
2024-11-13_18-47-34,100%,shell.cpp:2024-11-13_18-47-26;student.cpp:2024-11-13_18-47-26
2024-11-14_18-27-59,100%,shell.cpp:2024-11-13_18-47-26;student.cpp:2024-11-13_18-47-26
